minute,class,TVC,MQ135,MQ2,MQ3,Humidity,Temperature
2263,spoiled,8.52173688,4.14,2.19,4.94,84.7,39.1
2264,spoiled,8.521736908,4.16,2.19,4.99,84.6,39.1
2265,spoiled,8.521736936,4.2,2.19,4.99,84.5,39.1
2266,spoiled,8.521736964,4.2,2.17,4.99,84.5,39.1
2267,spoiled,8.521736992,4.18,2.19,5.01,84.5,39.1
2268,spoiled,8.521737019,4.2,2.2,5.01,84.5,39.1
2269,spoiled,8.521737046,4.2,2.2,4.96,84.5,39.1
2270,spoiled,8.521737073,4.2,2.22,4.96,84.5,39.1
2271,spoiled,8.521737099,4.2,2.19,4.94,84.5,39.1
2272,spoiled,8.521737125,4.16,2.19,4.96,84.5,39.1
2273,spoiled,8.52173715,4.2,2.2,4.99,84.4,39.2
2274,spoiled,8.521737175,4.18,2.2,4.94,84.4,39.1
2275,spoiled,8.5217372,4.16,2.2,4.94,84.5,39.1
2276,spoiled,8.521737225,4.2,2.2,4.96,83.8,38.9
2277,spoiled,8.521737249,4.2,2.2,4.99,84.5,39.1
2278,spoiled,8.521737273,4.18,2.19,4.94,84.5,39.1
2279,spoiled,8.521737297,4.14,2.2,4.92,84.4,39.1
2280,spoiled,8.52173732,4.18,2.17,4.88,84.3,39.1
2281,spoiled,8.521737343,4.18,2.19,4.9,84.4,39.1
2282,spoiled,8.521737366,4.16,2.19,4.88,84.4,39.1
2283,spoiled,8.521737388,4.12,2.2,4.94,84.3,39.1
2284,spoiled,8.52173741,4.18,2.19,4.9,84.4,39.1
2285,spoiled,8.521737432,4.16,2.19,4.9,84.4,39.1
2286,spoiled,8.521737454,4.16,2.2,4.96,84.4,39.1
2287,spoiled,8.521737475,4.18,2.17,4.92,84.4,39.1
2288,spoiled,8.521737496,4.18,2.19,4.9,84.4,39.1
2289,spoiled,8.521737517,4.18,2.19,4.94,84.5,39.1
2290,spoiled,8.521737538,4.18,2.17,4.92,84.4,39.2
2291,spoiled,8.521737558,4.14,2.19,4.94,84.5,39.1
2292,spoiled,8.521737578,4.12,2.19,4.94,84.5,39.1
2293,spoiled,8.521737598,4.18,2.16,4.92,84.4,39.4
2294,spoiled,8.521737617,4.14,2.19,4.94,84.4,39.1
2295,spoiled,8.521737636,4.16,2.19,4.94,84.4,39.1
2296,spoiled,8.521737655,4.16,2.17,4.9,84.4,39.1
2297,spoiled,8.521737674,4.18,2.19,4.96,84.4,39.1
2298,spoiled,8.521737693,4.16,2.19,4.92,84.3,39.1
2299,spoiled,8.521737711,4.14,2.17,4.92,84.2,39.1
2300,spoiled,8.521737729,4.18,2.17,4.96,84.3,39.0
2301,spoiled,8.521737747,4.14,2.19,4.92,84.2,39.2
2302,spoiled,8.521737764,4.14,2.16,4.94,84.2,39.2
2303,spoiled,8.521737782,4.08,2.16,4.92,84.2,39.2
2304,spoiled,8.521737799,4.16,2.17,4.92,84.0,39.2
2305,spoiled,8.521737816,4.18,2.17,4.96,84.0,39.2
2306,spoiled,8.521737833,4.18,2.17,4.92,84.1,39.1
2307,spoiled,8.521737849,4.14,2.19,4.96,84.1,39.2
2308,spoiled,8.521737865,4.14,2.16,4.96,84.0,39.2
2309,spoiled,8.521737882,4.14,2.16,4.94,84.0,39.2
2310,spoiled,8.521737897,4.14,2.16,4.94,84.0,39.1
2311,spoiled,8.521737913,4.14,2.16,4.94,84.0,39.1
2312,spoiled,8.521737929,4.14,2.19,4.94,84.0,39.2
2313,spoiled,8.521737944,4.14,2.17,4.94,84.0,39.2
2314,spoiled,8.521737959,4.18,2.17,4.94,84.0,39.2
2315,spoiled,8.521737974,4.16,2.19,4.96,83.9,39.2
2316,spoiled,8.521737989,4.14,2.2,4.99,83.9,39.2
2317,spoiled,8.521738003,4.18,2.17,4.94,83.8,39.2
2318,spoiled,8.521738018,4.16,2.19,4.99,83.8,39.2
2319,spoiled,8.521738032,4.16,2.16,4.94,83.8,39.2
2320,spoiled,8.521738046,4.16,2.17,4.94,83.8,39.2
2321,spoiled,8.521738059,4.14,2.19,4.99,83.7,39.2
2322,spoiled,8.521738073,4.14,2.19,4.94,83.8,39.2
2323,spoiled,8.521738087,4.14,2.16,4.94,83.8,39.1
2324,spoiled,8.5217381,4.14,2.19,4.99,83.8,39.2
2325,spoiled,8.521738113,4.18,2.17,4.94,83.9,39.1
2326,spoiled,8.521738126,4.18,2.17,4.96,84.0,39.2
2327,spoiled,8.521738139,4.14,2.19,4.94,83.9,39.1
2328,spoiled,8.521738151,4.16,2.17,4.99,83.8,39.0
2329,spoiled,8.521738164,4.16,2.19,4.99,83.9,39.2
2330,spoiled,8.521738176,4.2,2.2,4.99,83.9,39.2
2331,spoiled,8.521738188,4.18,2.19,4.96,83.9,39.2
2332,spoiled,8.5217382,4.24,2.17,4.99,83.9,39.2
2333,spoiled,8.521738212,4.2,2.17,4.96,83.9,39.2
2334,spoiled,8.521738224,4.2,2.19,4.99,83.7,39.1
2335,spoiled,8.521738235,4.16,2.2,4.99,83.7,39.2
2336,spoiled,8.521738247,4.2,2.17,4.96,83.8,39.2
2337,spoiled,8.521738258,4.16,2.19,5.01,83.8,39.2
2338,spoiled,8.521738269,4.16,2.19,5.01,83.9,39.1
2339,spoiled,8.52173828,4.18,2.19,4.99,83.9,39.1
2340,spoiled,8.521738291,4.16,2.19,5.03,83.9,39.1
2341,spoiled,8.521738301,4.03,2.14,5.03,83.9,39.2
2342,spoiled,8.521738312,4.2,2.17,4.99,84.0,39.2
2343,spoiled,8.521738322,4.18,2.19,4.99,84.0,39.2
2344,spoiled,8.521738333,4.2,2.2,5.03,84.0,39.2
2345,spoiled,8.521738343,4.18,2.19,5.03,83.9,39.2
2346,spoiled,8.521738353,4.22,2.17,4.99,84.0,39.2
2347,spoiled,8.521738363,4.2,2.17,4.99,84.0,39.2
2348,spoiled,8.521738373,4.18,2.19,5.03,84.0,39.2
2349,spoiled,8.521738382,4.16,2.16,4.99,84.0,39.2
2350,spoiled,8.521738392,4.2,2.19,5.03,84.0,39.2
2351,spoiled,8.521738401,4.18,2.17,5.01,84.0,39.1
2352,spoiled,8.52173841,4.2,2.17,4.99,83.3,38.6
2353,spoiled,8.52173842,4.16,2.19,4.99,84.0,39.2
2354,spoiled,8.521738429,4.16,2.2,5.01,83.9,39.2
2355,spoiled,8.521738438,4.16,2.19,5.05,84.0,39.2
2356,spoiled,8.521738446,4.18,2.19,4.99,83.9,39.2
2357,spoiled,8.521738455,4.18,2.19,4.99,84.0,39.2
2358,spoiled,8.521738464,4.16,2.19,5.05,84.0,39.2
2359,spoiled,8.521738472,4.16,2.16,5.03,84.0,39.2
2360,spoiled,8.521738481,4.14,2.16,5.03,84.0,39.2
2361,spoiled,8.521738489,4.14,2.16,5.05,84.0,39.2
2362,spoiled,8.521738497,4.18,2.17,5.05,84.0,39.2
2363,spoiled,8.521738505,4.14,2.17,5.03,84.0,39.1
2364,spoiled,8.521738513,4.16,2.19,5.03,84.0,39.2
2365,spoiled,8.521738521,4.18,2.16,5.03,83.7,39.2
2366,spoiled,8.521738529,4.2,2.17,5.05,83.6,39.2
2367,spoiled,8.521738536,4.14,2.19,5.03,83.5,39.2
2368,spoiled,8.521738544,4.2,2.19,5.03,83.5,39.2
2369,spoiled,8.521738551,4.16,2.17,5.03,83.5,39.2
2370,spoiled,8.521738559,4.18,2.16,5.01,83.5,39.2
2371,spoiled,8.521738566,4.18,2.19,5.05,83.5,39.2
2372,spoiled,8.521738573,4.14,2.19,5.03,83.4,39.3
2373,spoiled,8.52173858,4.18,2.16,5.03,83.2,39.3
2374,spoiled,8.521738587,4.16,2.19,5.03,83.0,39.3
2375,spoiled,8.521738594,4.14,2.19,5.07,82.9,39.2
2376,spoiled,8.521738601,4.1,2.17,5.07,83.0,39.2
2377,spoiled,8.521738608,4.16,2.19,5.05,83.0,39.3
2378,spoiled,8.521738614,4.16,2.19,5.05,83.1,39.3
2379,spoiled,8.521738621,4.18,2.17,5.07,83.2,39.3
2380,spoiled,8.521738627,4.18,2.2,5.1,83.2,39.3
2381,spoiled,8.521738634,4.2,2.19,5.1,83.1,39.3
2382,spoiled,8.52173864,4.2,2.19,5.1,83.2,39.3
2383,spoiled,8.521738646,4.16,2.19,5.05,83.1,39.3
2384,spoiled,8.521738652,4.16,2.19,5.1,83.1,39.3
2385,spoiled,8.521738659,4.2,2.19,5.05,83.1,39.3
2386,spoiled,8.521738665,4.18,2.19,5.05,83.1,39.3
2387,spoiled,8.52173867,4.2,2.17,5.05,83.1,39.3
2388,spoiled,8.521738676,4.24,2.17,5.07,83.1,39.4
2389,spoiled,8.521738682,4.18,2.19,5.05,83.0,39.3
2390,spoiled,8.521738688,4.2,2.19,5.05,83.0,39.3
2391,spoiled,8.521738693,4.22,2.17,5.1,83.0,39.3
2392,spoiled,8.521738699,4.22,2.19,5.1,83.0,39.3
2393,spoiled,8.521738705,4.24,2.17,5.1,83.0,39.4
2394,spoiled,8.52173871,4.22,2.17,5.05,82.9,39.3
2395,spoiled,8.521738715,4.2,2.19,5.05,83.0,39.3
2396,spoiled,8.521738721,4.18,2.17,5.07,83.0,39.3
2397,spoiled,8.521738726,4.18,2.19,5.07,83.0,39.3
2398,spoiled,8.521738731,4.2,2.19,5.05,83.0,39.3
2399,spoiled,8.521738736,4.2,2.17,5.07,82.9,39.3
2400,spoiled,8.521738741,4.2,2.19,5.07,83.0,39.3
2401,spoiled,8.521738746,4.24,2.19,5.07,83.0,39.3
2402,spoiled,8.521738751,4.18,2.19,5.07,83.0,39.3
2403,spoiled,8.521738756,4.2,2.19,5.07,83.0,39.3
2404,spoiled,8.52173876,4.18,2.19,5.07,83.0,39.4
2405,spoiled,8.521738765,4.2,2.19,5.07,83.0,39.3
2406,spoiled,8.52173877,4.2,2.17,5.07,82.9,39.3
2407,spoiled,8.521738774,4.18,2.19,5.07,82.9,39.4
2408,spoiled,8.521738779,4.2,2.19,5.07,83.0,39.3
2409,spoiled,8.521738783,4.18,2.17,5.07,83.0,39.3
2410,spoiled,8.521738788,4.18,2.19,5.1,82.9,39.3
2411,spoiled,8.521738792,4.2,2.19,5.07,82.9,39.3
2412,spoiled,8.521738797,4.24,2.17,5.07,82.9,39.4
2413,spoiled,8.521738801,4.22,2.17,5.07,82.9,39.4
2414,spoiled,8.521738805,4.18,2.19,5.14,82.9,39.3
2415,spoiled,8.521738809,4.2,2.17,5.1,83.0,39.4
2416,spoiled,8.521738813,4.24,2.17,5.07,83.0,39.4
2417,spoiled,8.521738817,4.22,2.17,5.07,83.0,39.4
2418,spoiled,8.521738821,4.2,2.19,5.1,82.9,39.4
2419,spoiled,8.521738825,4.24,2.17,5.07,82.9,39.4
2420,spoiled,8.521738829,4.2,2.2,5.1,82.9,39.4
2421,spoiled,8.521738833,4.22,2.19,5.12,82.9,39.4
2422,spoiled,8.521738837,4.16,2.2,5.12,82.9,39.4
2423,spoiled,8.52173884,4.18,2.19,5.1,83.0,39.4
2424,spoiled,8.521738844,4.2,2.17,5.12,83.0,39.4
2425,spoiled,8.521738848,4.22,2.17,5.07,82.9,39.4
2426,spoiled,8.521738851,4.18,2.17,5.1,82.8,39.4
2427,spoiled,8.521738855,4.2,2.19,5.14,82.6,39.3
2428,spoiled,8.521738858,4.24,2.17,5.12,82.4,39.3
2429,spoiled,8.521738862,4.24,2.13,5.25,82.5,39.4
2430,spoiled,8.521738865,4.24,2.17,5.16,82.7,39.3
2431,spoiled,8.521738869,4.24,2.17,5.16,82.8,39.2
2432,spoiled,8.521738872,4.24,2.2,5.23,82.9,39.3
2433,spoiled,8.521738875,4.24,2.2,5.25,83.1,39.2
2434,spoiled,8.521738878,4.24,2.19,5.19,83.3,39.2
2435,spoiled,8.521738882,4.24,2.17,5.19,83.5,39.2
2436,spoiled,8.521738885,4.24,2.17,5.19,83.5,39.2
2437,spoiled,8.521738888,4.22,2.19,5.19,83.6,39.2
2438,spoiled,8.521738891,4.24,2.2,5.21,83.6,39.2
2439,spoiled,8.521738894,4.22,2.19,5.16,83.5,39.2
2440,spoiled,8.521738897,4.24,2.2,5.19,83.5,39.2
2441,spoiled,8.5217389,4.22,2.2,5.16,83.6,39.2
2442,spoiled,8.521738903,4.28,2.2,5.21,83.6,39.2
2443,spoiled,8.521738906,4.24,2.2,5.19,83.5,39.2
2444,spoiled,8.521738909,4.26,2.17,5.19,83.4,39.2
2445,spoiled,8.521738912,4.26,2.19,5.16,83.5,39.2
2446,spoiled,8.521738914,4.26,2.19,5.16,83.6,39.2
2447,spoiled,8.521738917,4.26,2.2,5.16,83.6,39.4
2448,spoiled,8.52173892,4.26,2.2,5.19,83.6,39.2
2449,spoiled,8.521738923,4.26,2.2,5.19,83.6,39.2
2450,spoiled,8.521738925,4.24,2.17,5.16,83.7,39.2
2451,spoiled,8.521738928,4.24,2.2,5.19,83.6,39.2
2452,spoiled,8.52173893,4.24,2.2,5.16,83.6,39.2
2453,spoiled,8.521738933,4.24,2.19,5.16,83.6,39.2
2454,spoiled,8.521738935,4.26,2.17,5.16,83.5,39.2
2455,spoiled,8.521738938,4.22,2.2,5.21,83.4,39.2
2456,spoiled,8.52173894,4.24,2.2,5.19,83.5,39.2
2457,spoiled,8.521738943,4.22,2.14,5.67,83.5,39.2
2458,spoiled,8.521738945,4.24,2.2,5.19,83.6,39.3
2459,spoiled,8.521738948,4.26,2.17,5.14,83.6,39.2
2460,spoiled,8.52173895,4.24,2.19,5.21,83.6,39.2
2461,spoiled,8.521738952,4.22,2.2,5.19,83.6,39.1
2462,spoiled,8.521738954,4.26,2.17,5.16,83.7,39.2
2463,spoiled,8.521738957,4.24,2.17,5.12,83.7,39.2
2464,spoiled,8.521738959,4.18,2.19,5.12,83.6,39.2
2465,spoiled,8.521738961,4.24,2.19,5.12,83.6,39.3
2466,spoiled,8.521738963,4.22,2.2,5.12,83.6,39.2
2467,spoiled,8.521738965,4.22,2.19,5.12,83.6,39.2
2468,spoiled,8.521738967,4.22,2.2,5.14,83.6,39.2
2469,spoiled,8.52173897,4.2,2.19,5.12,83.5,39.3
2470,spoiled,8.521738972,4.24,2.2,5.16,83.5,39.3
2471,spoiled,8.521738974,4.26,2.17,5.1,83.5,39.3
2472,spoiled,8.521738976,4.26,2.19,5.1,83.4,39.3
2473,spoiled,8.521738978,4.22,2.19,5.16,83.5,39.3
2474,spoiled,8.521738979,4.24,2.16,5.12,83.4,39.3
2475,spoiled,8.521738981,4.24,2.2,5.16,83.4,39.2
2476,spoiled,8.521738983,4.24,2.19,5.12,83.4,39.3
2477,spoiled,8.521738985,4.26,2.19,5.12,83.3,39.2
2478,spoiled,8.521738987,4.22,2.2,5.16,83.3,39.2
2479,spoiled,8.521738989,4.22,2.2,5.12,83.3,39.2
2480,spoiled,8.521738991,4.26,2.19,5.12,83.3,39.2
2481,spoiled,8.521738992,4.26,2.19,5.12,83.2,39.3
2482,spoiled,8.521738994,4.22,2.19,5.14,83.2,39.3
2483,spoiled,8.521738996,4.22,2.2,5.12,83.2,39.3
2484,spoiled,8.521738998,4.26,2.19,5.14,83.2,39.3
2485,spoiled,8.521738999,4.24,2.2,5.19,83.2,39.2
2486,spoiled,8.521739001,4.26,2.19,5.12,83.1,39.3
2487,spoiled,8.521739003,4.22,2.19,5.12,83.2,39.2
2488,spoiled,8.521739004,4.24,2.2,5.14,83.2,39.3
2489,spoiled,8.521739006,4.24,2.19,5.14,83.2,39.3
2490,spoiled,8.521739007,4.22,2.2,5.19,83.2,39.2
2491,spoiled,8.521739009,4.22,2.2,5.16,83.2,39.3
2492,spoiled,8.521739011,4.24,2.19,5.14,83.2,39.2
2493,spoiled,8.521739012,4.22,2.2,5.16,83.2,39.2
2494,spoiled,8.521739014,4.26,2.19,5.14,83.2,39.3
2495,spoiled,8.521739015,4.24,2.2,5.19,83.2,39.3
2496,spoiled,8.521739017,4.2,2.19,5.14,83.3,39.3
2497,spoiled,8.521739018,4.26,2.19,5.16,83.3,39.3
2498,spoiled,8.521739019,4.26,2.19,5.16,83.2,39.3
2499,spoiled,8.521739021,4.26,2.2,5.14,82.5,38.6
2500,spoiled,8.521739022,4.26,2.19,5.14,83.2,39.2
2501,spoiled,8.521739024,4.26,2.2,5.14,83.3,39.3
2502,spoiled,8.521739025,4.22,1.96,5.14,83.3,39.2
2503,spoiled,8.521739026,4.22,2.2,5.19,83.4,39.2
2504,spoiled,8.521739028,4.26,2.19,5.16,83.4,39.2
2505,spoiled,8.521739029,4.22,2.2,5.19,83.4,39.2
2506,spoiled,8.52173903,4.24,2.2,5.21,83.4,39.1
2507,spoiled,8.521739032,4.26,2.2,5.19,83.4,39.2
2508,spoiled,8.521739033,4.26,2.19,5.21,83.4,39.2
2509,spoiled,8.521739034,4.54,2.2,5.19,83.5,39.2
2510,spoiled,8.521739035,4.22,2.2,5.19,83.4,39.1
2511,spoiled,8.521739036,4.22,2.22,5.19,83.4,39.2
2512,spoiled,8.521739038,4.24,2.2,5.16,83.5,39.1
2513,spoiled,8.521739039,4.22,2.2,5.23,83.4,39.2
2514,spoiled,8.52173904,4.24,2.2,5.19,83.5,39.2
2515,spoiled,8.521739041,4.22,2.2,5.19,83.5,39.2
2516,spoiled,8.521739042,4.24,2.2,5.19,83.5,39.2
2517,spoiled,8.521739043,4.24,2.19,5.16,83.5,39.2
2518,spoiled,8.521739045,4.26,2.2,5.21,83.5,39.2
2519,spoiled,8.521739046,4.22,2.2,5.21,83.5,39.2
2520,spoiled,8.521739047,4.26,2.2,5.19,83.5,39.2
2521,spoiled,8.521739048,4.24,2.2,5.21,83.4,39.2
2522,spoiled,8.521739049,4.26,2.2,5.16,83.4,39.2
2523,spoiled,8.52173905,4.28,2.2,5.19,83.4,39.2
2524,spoiled,8.521739051,4.28,2.2,5.19,83.4,39.1
2525,spoiled,8.521739052,4.26,2.2,5.21,83.4,39.2
2526,spoiled,8.521739053,4.28,2.2,5.21,83.5,39.2
2527,spoiled,8.521739054,4.22,2.2,5.21,83.5,39.2
2528,spoiled,8.521739055,4.22,2.2,5.19,83.5,39.2
2529,spoiled,8.521739056,4.24,2.2,5.19,83.5,39.1
2530,spoiled,8.521739057,4.22,2.2,5.19,82.8,38.9
2531,spoiled,8.521739058,4.24,2.22,5.14,83.4,39.2
2532,spoiled,8.521739059,4.26,2.2,5.19,83.4,39.1
2533,spoiled,8.52173906,4.22,2.17,5.19,83.4,39.2
2534,spoiled,8.52173906,4.22,2.2,5.21,83.4,39.2
2535,spoiled,8.521739061,4.26,2.2,5.16,83.4,39.1
2536,spoiled,8.521739062,4.24,2.22,5.21,83.4,39.2
2537,spoiled,8.521739063,4.28,2.2,5.23,83.4,39.2
2538,spoiled,8.521739064,4.26,2.2,5.19,83.4,39.2
2539,spoiled,8.521739065,4.24,2.22,5.19,83.4,39.2
2540,spoiled,8.521739066,4.26,2.2,5.21,83.4,39.2
2541,spoiled,8.521739066,4.24,2.2,5.23,83.3,39.1
2542,spoiled,8.521739067,4.28,2.2,5.23,83.3,39.1
2543,spoiled,8.521739068,4.28,2.22,5.23,83.4,39.2
2544,spoiled,8.521739069,4.26,2.19,5.19,83.5,39.2
2545,spoiled,8.52173907,4.24,2.2,5.25,83.5,39.2
2546,spoiled,8.52173907,4.24,2.2,5.23,83.5,39.2
2547,spoiled,8.521739071,4.28,2.2,5.21,83.5,39.2
2548,spoiled,8.521739072,4.26,2.2,5.23,83.5,39.2
2549,spoiled,8.521739073,4.24,2.2,5.25,83.6,39.2
2550,spoiled,8.521739073,4.24,2.19,5.23,83.5,39.2
2551,spoiled,8.521739074,4.26,2.2,5.21,83.6,39.2
2552,spoiled,8.521739075,4.28,2.2,5.23,83.5,39.2
2553,spoiled,8.521739076,4.3,2.2,5.25,83.5,39.2
2554,spoiled,8.521739076,4.28,2.2,5.28,83.4,39.4
2555,spoiled,8.521739077,4.26,2.2,5.21,83.4,39.2
2556,spoiled,8.521739078,4.26,2.22,5.28,83.4,39.2
2557,spoiled,8.521739078,4.28,2.2,5.1,83.3,39.2
2558,spoiled,8.521739079,4.26,2.2,5.23,83.4,39.2
2559,spoiled,8.52173908,4.3,2.22,5.3,83.5,39.2
2560,spoiled,8.52173908,4.24,2.22,5.25,83.5,39.1
2561,spoiled,8.521739081,4.3,2.2,5.32,83.6,39.0
2562,spoiled,8.521739082,4.26,2.22,5.32,83.6,39.2
2563,spoiled,8.521739082,4.26,2.2,5.34,83.6,39.1
2564,spoiled,8.521739083,4.28,2.22,5.32,83.6,39.1
2565,spoiled,8.521739083,4.24,2.22,5.32,83.6,39.1
2566,spoiled,8.521739084,4.26,2.2,5.3,83.7,39.1
2567,spoiled,8.521739085,4.3,2.22,5.32,83.6,39.1
2568,spoiled,8.521739085,4.26,2.22,5.28,83.7,39.1
2569,spoiled,8.521739086,4.26,2.22,5.32,83.7,39.1
2570,spoiled,8.521739086,4.26,2.2,5.25,83.7,39.1
2571,spoiled,8.521739087,4.26,2.22,5.3,83.7,39.1
2572,spoiled,8.521739087,4.3,2.22,5.34,83.7,39.1
2573,spoiled,8.521739088,4.26,2.2,5.37,83.7,39.1
2574,spoiled,8.521739088,4.26,2.2,5.32,83.6,39.1
2575,spoiled,8.521739089,4.28,2.22,5.28,83.6,39.1
2576,spoiled,8.52173909,4.28,2.2,5.3,83.6,39.1
2577,spoiled,8.52173909,4.3,2.2,5.32,83.7,39.1
2578,spoiled,8.521739091,4.28,2.2,5.28,83.7,39.1
2579,spoiled,8.521739091,4.28,2.22,5.28,83.7,39.1
2580,spoiled,8.521739092,4.3,2.2,5.3,83.7,39.1
2581,spoiled,8.521739092,4.32,2.2,5.25,83.8,39.1
2582,spoiled,8.521739093,4.3,2.2,5.3,83.8,39.1
2583,spoiled,8.521739093,4.3,2.19,5.3,83.8,39.1
2584,spoiled,8.521739094,4.28,2.19,5.25,83.8,39.1
2585,spoiled,8.521739094,4.28,2.19,5.28,83.8,39.0
2586,spoiled,8.521739094,4.3,2.2,5.25,83.8,39.1
2587,spoiled,8.521739095,4.3,2.2,5.28,83.7,39.1
2588,spoiled,8.521739095,4.26,2.29,5.23,83.7,39.1
2589,spoiled,8.521739096,4.3,2.22,5.28,83.7,39.1
2590,spoiled,8.521739096,4.3,2.2,5.25,83.7,39.1
2591,spoiled,8.521739097,4.32,2.2,5.28,83.7,39.1
2592,spoiled,8.521739097,4.32,2.19,5.28,83.6,39.1
2593,spoiled,8.521739098,4.28,2.19,5.21,83.6,39.1
2594,spoiled,8.521739098,4.32,2.2,5.23,83.6,39.1
2595,spoiled,8.521739098,4.3,2.2,5.25,83.6,39.1
2596,spoiled,8.521739099,4.3,2.2,5.23,83.5,39.1
2597,spoiled,8.521739099,4.32,2.19,5.23,83.5,39.1
2598,spoiled,8.5217391,4.28,2.19,5.21,83.5,39.1
2599,spoiled,8.5217391,4.32,2.19,5.23,83.5,39.1
2600,spoiled,8.5217391,4.3,2.2,5.28,83.5,39.1
2601,spoiled,8.521739101,4.32,2.19,5.19,83.5,39.2
2602,spoiled,8.521739101,4.34,2.2,5.23,83.5,39.1
2603,spoiled,8.521739102,4.32,2.19,5.25,83.5,39.1
2604,spoiled,8.521739102,4.3,2.2,5.28,83.5,39.1
2605,spoiled,8.521739102,4.34,2.19,5.23,83.5,39.2
2606,spoiled,8.521739103,4.34,2.19,5.23,83.4,39.1
2607,spoiled,8.521739103,4.28,2.19,5.23,83.4,39.1
2608,spoiled,8.521739103,4.3,2.22,5.23,83.4,39.2
2609,spoiled,8.521739104,4.3,2.22,5.23,83.4,39.3
2610,spoiled,8.521739104,4.32,2.2,5.23,83.3,39.2
2611,spoiled,8.521739104,4.34,2.2,5.3,83.2,39.2
2612,spoiled,8.521739105,4.36,2.2,5.3,83.2,39.2
2613,spoiled,8.521739105,4.36,2.23,5.34,83.1,39.2
2614,spoiled,8.521739105,4.4,2.2,5.28,82.7,39.2
2615,spoiled,8.521739106,4.38,2.22,5.32,82.8,39.1
2616,spoiled,8.521739106,4.42,2.22,5.3,82.8,39.0
2617,spoiled,8.521739106,4.36,2.22,5.32,82.8,39.1
2618,spoiled,8.521739107,4.38,2.22,5.37,82.4,39.1
2619,spoiled,8.521739107,4.42,2.2,5.32,82.1,39.0
2620,spoiled,8.521739107,4.38,2.2,5.37,82.2,39.0
2621,spoiled,8.521739107,4.42,2.22,5.34,82.3,39.0
2622,spoiled,8.521739108,4.38,2.22,5.34,82.4,39.0
2623,spoiled,8.521739108,4.42,2.22,5.39,81.7,38.9
2624,spoiled,8.521739108,4.4,2.22,5.37,81.8,38.9
2625,spoiled,8.521739109,4.38,2.22,5.37,81.7,38.9
2626,spoiled,8.521739109,4.38,2.22,5.34,82.0,38.9
2627,spoiled,8.521739109,4.4,2.22,5.39,82.0,38.8
2628,spoiled,8.521739109,4.38,2.23,5.37,82.0,38.8
2629,spoiled,8.52173911,4.42,2.23,5.41,82.0,38.8
2630,spoiled,8.52173911,4.44,2.23,5.48,81.9,38.6
2631,spoiled,8.52173911,4.46,2.23,5.48,81.4,38.8
2632,spoiled,8.52173911,4.44,2.23,5.46,81.4,38.8
2633,spoiled,8.521739111,4.52,2.24,5.48,81.3,38.7
2634,spoiled,8.521739111,4.48,2.23,5.46,81.5,38.6
2635,spoiled,8.521739111,4.48,2.23,5.51,81.8,38.6
2636,spoiled,8.521739111,4.44,2.24,5.51,82.2,38.6
2637,spoiled,8.521739112,4.42,2.24,5.48,82.1,38.6
2638,spoiled,8.521739112,4.48,2.22,5.48,82.2,38.5
2639,spoiled,8.521739112,4.46,2.23,5.48,82.3,38.5
2640,spoiled,8.521739112,4.44,2.23,5.48,82.5,38.5
2641,spoiled,8.521739113,4.42,2.24,5.51,82.5,38.6
2642,spoiled,8.521739113,4.48,2.23,5.53,82.4,38.5
2643,spoiled,8.521739113,4.46,2.24,5.48,82.3,38.4
2644,spoiled,8.521739113,4.46,2.24,5.48,82.3,38.3
2645,spoiled,8.521739114,4.44,2.24,5.51,82.5,38.4
2646,spoiled,8.521739114,4.46,2.23,5.51,82.5,38.4
2647,spoiled,8.521739114,4.48,2.23,5.53,82.5,38.5
2648,spoiled,8.521739114,4.44,2.24,5.53,82.7,38.5
2649,spoiled,8.521739114,4.42,2.23,5.51,82.7,38.5
2650,spoiled,8.521739115,4.48,2.24,5.53,82.9,38.4
2651,spoiled,8.521739115,4.46,2.24,5.53,82.8,38.2
2652,spoiled,8.521739115,4.46,2.23,5.51,83.0,38.4
2653,spoiled,8.521739115,4.4,2.23,5.48,83.0,38.4
2654,spoiled,8.521739115,4.4,2.24,5.51,83.0,38.4
2655,spoiled,8.521739116,4.46,2.23,5.51,83.0,38.5
2656,spoiled,8.521739116,4.44,2.23,5.48,83.0,38.4
2657,spoiled,8.521739116,4.4,2.24,5.46,83.0,38.4
2658,spoiled,8.521739116,4.42,2.24,5.48,82.9,38.5
2659,spoiled,8.521739116,4.44,2.23,5.53,82.8,38.4
2660,spoiled,8.521739116,4.44,2.23,5.53,82.8,38.4
2661,spoiled,8.521739117,4.4,2.22,5.48,82.5,38.4
2662,spoiled,8.521739117,4.44,2.24,5.48,82.5,38.4
2663,spoiled,8.521739117,4.44,2.23,5.48,82.5,38.4
2664,spoiled,8.521739117,4.4,2.24,5.51,82.5,38.5
2665,spoiled,8.521739117,4.44,2.23,5.58,82.5,38.5
2666,spoiled,8.521739118,4.42,2.24,5.6,82.4,38.4
2667,spoiled,8.521739118,4.42,2.24,5.53,82.5,38.4
2668,spoiled,8.521739118,4.42,2.24,5.55,82.4,38.4
2669,spoiled,8.521739118,4.42,2.24,5.55,82.4,38.4
2670,spoiled,8.521739118,4.44,2.23,5.55,82.4,38.4
2671,spoiled,8.521739118,4.48,2.23,5.48,82.6,38.4
2672,spoiled,8.521739118,4.44,2.24,5.55,82.6,38.5
