minute,class,TVC,MQ135,MQ2,MQ3,Humidity,Temperature
1359,spoiled,8.330666522,4.67,2.36,5.58,82.1,38.2
1360,spoiled,8.332638026,4.67,2.38,5.58,82.1,38.1
1361,spoiled,8.334593263,4.69,2.39,5.6,82.4,38.1
1362,spoiled,8.336532293,4.63,2.38,5.58,81.6,37.9
1363,spoiled,8.338455181,4.65,2.36,5.6,82.2,38.0
1364,spoiled,8.340361988,4.63,2.39,5.62,82.2,38.0
1365,spoiled,8.342252781,4.61,2.33,5.62,82.3,38.0
1366,spoiled,8.344127624,4.61,2.38,5.58,82.3,38.0
1367,spoiled,8.345986584,4.65,2.38,5.6,82.3,38.0
1368,spoiled,8.347829728,4.63,2.38,5.6,82.5,38.0
1369,spoiled,8.349657124,4.65,2.38,5.6,82.0,37.7
1370,spoiled,8.351468842,4.65,2.38,5.6,82.0,37.9
1371,spoiled,8.353264951,4.65,2.38,5.6,82.5,38.0
1372,spoiled,8.355045521,4.61,2.39,5.58,82.3,38.0
1373,spoiled,8.356810625,4.61,2.38,5.62,82.3,38.1
1374,spoiled,8.358560334,4.61,2.38,5.6,81.7,37.9
1375,spoiled,8.360294721,4.61,2.39,5.6,81.9,37.9
1376,spoiled,8.362013861,4.63,2.39,5.62,82.4,38.6
1377,spoiled,8.363717826,4.61,2.38,5.62,81.9,37.9
1378,spoiled,8.365406693,4.63,2.38,5.58,81.8,37.9
1379,spoiled,8.367080538,4.65,2.39,5.65,82.0,37.9
1380,spoiled,8.368739435,4.63,2.39,5.55,82.5,38.1
1381,spoiled,8.370383463,4.65,2.38,5.62,82.1,37.8
1382,spoiled,8.3720127,4.65,2.38,5.58,82.3,37.8
1383,spoiled,8.373627223,4.63,2.38,5.58,82.4,37.8
1384,spoiled,8.375227111,4.65,2.36,5.58,82.5,37.8
1385,spoiled,8.376812443,4.65,2.38,5.55,82.5,37.8
1386,spoiled,8.3783833,4.65,2.36,5.6,82.5,37.8
1387,spoiled,8.379939763,4.65,2.38,5.58,82.9,38.1
1388,spoiled,8.381481911,4.65,2.38,5.58,82.2,37.9
1389,spoiled,8.383009826,4.63,2.36,5.58,82.0,37.9
1390,spoiled,8.384523591,4.65,2.38,5.6,82.0,37.9
1391,spoiled,8.386023287,4.65,2.38,5.6,82.0,37.9
1392,spoiled,8.387508998,4.63,2.39,5.6,81.9,37.8
1393,spoiled,8.388980806,4.63,2.39,5.62,82.0,37.8
1394,spoiled,8.390438795,4.61,2.39,5.58,82.0,37.8
1395,spoiled,8.391883049,4.65,2.39,5.6,82.0,37.8
1396,spoiled,8.393313652,4.65,2.39,5.6,82.0,37.8
1397,spoiled,8.39473069,4.61,2.3,5.55,82.0,37.8
1398,spoiled,8.396134246,4.65,2.38,5.6,81.8,37.8
1399,spoiled,8.397524406,4.61,2.39,5.62,81.8,37.8
1400,spoiled,8.398901255,4.63,2.36,5.53,81.9,37.8
1401,spoiled,8.40026488,4.63,2.39,5.58,81.8,37.3
1402,spoiled,8.401615367,4.67,2.38,5.58,81.7,37.8
1403,spoiled,8.402952801,4.63,2.38,5.53,81.7,37.8
1404,spoiled,8.404277269,4.65,2.38,5.53,81.8,37.8
1405,spoiled,8.405588858,4.65,2.42,5.55,82.3,38.0
1406,spoiled,8.406887655,4.67,2.38,5.53,81.8,37.8
1407,spoiled,8.408173746,4.63,2.38,5.48,81.9,37.8
1408,spoiled,8.40944722,4.63,2.39,5.55,81.9,37.8
1409,spoiled,8.410708162,4.59,2.38,5.51,82.0,37.9
1410,spoiled,8.411956661,4.65,2.38,5.53,82.0,37.9
1411,spoiled,8.413192804,4.61,2.39,5.53,82.0,37.9
1412,spoiled,8.414416678,4.65,2.36,5.51,82.0,37.1
1413,spoiled,8.415628372,4.61,2.39,5.53,81.8,37.9
1414,spoiled,8.416827972,4.63,2.38,5.51,81.8,37.9
1415,spoiled,8.418015568,4.61,2.39,5.55,81.9,37.9
1416,spoiled,8.419191246,4.61,2.38,5.48,81.8,37.9
1417,spoiled,8.420355094,4.65,2.39,5.55,81.7,37.9
1418,spoiled,8.4215072,4.65,2.39,5.51,81.7,37.9
1419,spoiled,8.422647652,4.63,2.39,5.53,81.6,37.8
1420,spoiled,8.423776537,4.65,2.38,5.48,81.7,37.9
1421,spoiled,8.424893944,4.63,2.38,5.55,81.5,37.9
1422,spoiled,8.425999959,4.61,2.32,5.86,81.4,37.9
1423,spoiled,8.427094671,4.61,2.38,5.55,81.4,37.9
1424,spoiled,8.428178166,4.63,2.38,5.55,81.4,37.9
1425,spoiled,8.429250532,4.63,2.39,5.55,81.4,37.9
1426,spoiled,8.430311856,4.65,2.38,5.53,81.4,37.6
1427,spoiled,8.431362226,4.63,2.38,5.51,81.4,37.9
1428,spoiled,8.432401728,4.65,2.38,5.51,81.4,37.9
1429,spoiled,8.433430449,4.61,2.39,5.53,81.5,37.9
1430,spoiled,8.434448476,4.63,2.39,5.53,82.0,38.0
1431,spoiled,8.435455895,4.65,2.38,5.51,81.5,37.8
1432,spoiled,8.436452792,4.67,2.38,5.53,81.7,37.8
1433,spoiled,8.437439255,4.63,2.41,5.6,81.6,37.8
1434,spoiled,8.438415367,4.69,2.39,5.55,81.7,37.7
1435,spoiled,8.439381216,4.63,2.39,5.53,81.7,37.7
1436,spoiled,8.440336886,4.69,2.42,5.55,81.9,37.7
1437,spoiled,8.441282463,4.65,2.41,5.55,82.0,37.0
1438,spoiled,8.442218031,4.67,2.41,5.55,82.0,37.7
1439,spoiled,8.443143676,4.67,2.41,5.51,82.1,37.6
1440,spoiled,8.444059482,4.65,2.42,5.55,82.2,37.6
1441,spoiled,8.444965533,4.65,2.41,5.53,82.2,37.6
1442,spoiled,8.445861912,4.65,2.42,5.55,82.2,37.7
1443,spoiled,8.446748704,4.69,2.41,5.53,82.3,37.7
1444,spoiled,8.447625991,4.71,2.41,5.55,82.4,37.7
1445,spoiled,8.448493857,4.69,2.41,5.53,82.2,37.7
1446,spoiled,8.449352385,4.73,2.44,5.55,82.1,37.7
1447,spoiled,8.450201655,4.71,2.36,5.6,82.0,37.7
1448,spoiled,8.451041752,4.67,2.42,5.55,81.9,37.7
1449,spoiled,8.451872755,4.69,2.41,5.53,82.0,37.7
1450,spoiled,8.452694747,4.65,2.42,5.53,82.0,37.7
1451,spoiled,8.453507808,4.67,2.42,5.53,82.0,37.3
1452,spoiled,8.454312019,4.67,2.42,5.51,82.1,37.7
1453,spoiled,8.45510746,4.65,2.42,5.55,82.2,37.7
1454,spoiled,8.455894212,4.69,2.41,5.51,82.2,37.7
1455,spoiled,8.456672352,4.67,2.42,5.51,82.2,37.8
1456,spoiled,8.457441961,4.67,2.44,5.53,82.1,37.7
1457,spoiled,8.458203117,4.71,2.42,5.55,82.2,37.7
1458,spoiled,8.458955899,4.67,2.42,5.51,82.2,37.7
1459,spoiled,8.459700383,4.69,2.42,5.51,82.2,37.7
1460,spoiled,8.460436648,4.69,2.44,5.55,82.2,37.7
1461,spoiled,8.461164771,4.67,2.42,5.53,82.3,37.8
1462,spoiled,8.461884828,4.67,2.44,5.55,82.8,38.0
1463,spoiled,8.462596896,4.71,2.44,5.55,82.3,37.8
1464,spoiled,8.46330105,4.65,2.42,5.51,82.4,37.8
1465,spoiled,8.463997365,4.69,2.42,5.51,82.4,37.8
1466,spoiled,8.464685917,4.67,2.42,5.55,82.4,37.8
1467,spoiled,8.46536678,4.67,2.42,5.53,82.5,37.8
1468,spoiled,8.466040027,4.69,2.42,5.53,82.5,37.8
1469,spoiled,8.466705733,4.69,2.41,5.51,82.5,37.8
1470,spoiled,8.46736397,4.69,2.42,5.53,82.4,37.8
1471,spoiled,8.468014812,4.67,2.42,5.55,82.5,37.8
1472,spoiled,8.46865833,4.65,2.38,5.51,82.5,37.8
1473,spoiled,8.469294596,4.67,2.42,5.48,82.5,37.8
1474,spoiled,8.469923682,4.69,2.42,5.53,82.5,37.8
1475,spoiled,8.470545657,4.65,2.42,5.51,82.5,37.8
1476,spoiled,8.471160594,4.67,2.42,5.53,82.6,37.5
1477,spoiled,8.47176856,4.63,2.42,5.53,82.8,37.8
1478,spoiled,8.472369627,4.69,2.41,5.55,82.8,37.8
1479,spoiled,8.472963862,4.63,2.41,5.55,82.8,37.8
1480,spoiled,8.473551334,4.69,2.42,5.6,82.9,37.9
1481,spoiled,8.474132111,4.69,2.42,5.53,82.8,37.8
1482,spoiled,8.474706261,4.69,2.42,5.55,82.8,37.8
1483,spoiled,8.475273851,4.69,2.41,5.58,82.7,37.8
1484,spoiled,8.475834946,4.69,2.42,5.48,82.5,37.7
1485,spoiled,8.476389614,4.63,2.41,5.51,82.3,37.7
1486,spoiled,8.47693792,4.67,2.39,5.51,82.1,37.7
1487,spoiled,8.477479928,4.63,2.39,5.51,81.9,37.8
1488,spoiled,8.478015704,4.65,2.42,5.51,81.8,37.8
1489,spoiled,8.478545312,4.65,2.39,5.51,81.7,37.7
1490,spoiled,8.479068814,4.63,2.42,5.53,81.6,37.7
1491,spoiled,8.479586275,4.67,2.39,5.53,81.6,37.9
1492,spoiled,8.480097757,4.63,2.41,5.53,81.6,37.7
1493,spoiled,8.480603321,4.63,2.39,5.51,81.5,37.8
1494,spoiled,8.481103031,4.63,2.41,5.53,81.5,37.8
1495,spoiled,8.481596947,4.67,2.39,5.48,81.4,37.8
1496,spoiled,8.482085129,4.67,2.39,5.48,81.5,37.8
1497,spoiled,8.482567638,4.69,2.41,5.53,81.6,37.8
1498,spoiled,8.483044534,4.63,2.41,5.53,81.4,37.8
1499,spoiled,8.483515875,4.65,2.42,5.48,81.4,37.7
1500,spoiled,8.483981721,4.71,2.41,5.53,81.4,37.8
1501,spoiled,8.48444213,4.69,2.33,5.86,81.5,37.8
1502,spoiled,8.48489716,4.65,2.41,5.51,81.5,37.8
1503,spoiled,8.485346868,4.65,2.41,5.51,81.5,37.8
1504,spoiled,8.48579131,4.65,2.41,5.53,81.6,37.8
1505,spoiled,8.486230544,4.65,2.41,5.51,82.2,38.3
1506,spoiled,8.486664624,4.69,2.41,5.51,81.5,37.8
1507,spoiled,8.487093607,4.65,2.41,5.51,81.4,37.8
1508,spoiled,8.487517548,4.63,2.42,5.48,81.4,37.8
1509,spoiled,8.4879365,4.65,2.41,5.51,81.1,37.9
1510,spoiled,8.488350518,4.67,2.41,5.53,81.0,37.8
1511,spoiled,8.488759655,4.65,2.41,5.53,81.1,37.8
1512,spoiled,8.489163965,4.69,2.39,5.53,80.9,37.7
1513,spoiled,8.489563499,4.67,2.42,5.48,80.8,37.7
1514,spoiled,8.48995831,4.67,2.41,5.48,80.8,37.7
1515,spoiled,8.49034845,4.65,2.41,5.55,80.8,37.7
1516,spoiled,8.490733969,4.69,2.41,5.53,80.8,37.5
1517,spoiled,8.491114918,4.65,2.41,5.53,80.9,37.7
1518,spoiled,8.491491349,4.67,2.39,5.48,81.1,37.7
1519,spoiled,8.491863309,4.67,2.39,5.51,81.0,37.7
1520,spoiled,8.492230849,4.65,2.41,5.51,81.1,37.8
1521,spoiled,8.492594018,4.69,2.41,5.48,81.0,37.7
1522,spoiled,8.492952863,4.67,2.42,5.48,81.0,37.7
1523,spoiled,8.493307434,4.65,2.41,5.53,80.9,37.6
1524,spoiled,8.493657776,4.67,2.39,5.48,80.9,37.6
1525,spoiled,8.494003938,4.71,2.41,5.53,80.9,37.6
1526,spoiled,8.494345966,4.65,2.42,5.53,80.9,37.6
1527,spoiled,8.494683907,4.65,2.41,5.53,81.0,37.4
1528,spoiled,8.495017805,4.65,2.39,5.48,81.1,37.6
1529,spoiled,8.495347706,4.69,2.39,5.51,81.2,37.6
1530,spoiled,8.495673656,4.67,2.41,5.51,81.3,37.6
1531,spoiled,8.495995698,4.69,2.41,5.53,81.3,37.8
1532,spoiled,8.496313876,4.65,2.39,5.51,81.4,37.6
1533,spoiled,8.496628235,4.67,2.39,5.48,81.1,37.6
1534,spoiled,8.496938817,4.67,2.42,5.53,81.2,37.6
1535,spoiled,8.497245664,4.67,2.39,5.51,81.0,37.6
1536,spoiled,8.49754882,4.71,2.41,5.53,81.0,37.6
1537,spoiled,8.497848326,4.69,2.41,5.53,81.1,37.6
1538,spoiled,8.498144224,4.67,2.41,5.53,81.2,37.4
1539,spoiled,8.498436554,4.69,2.41,5.51,81.4,37.5
1540,spoiled,8.498725358,4.69,2.41,5.55,81.5,37.5
1541,spoiled,8.499010675,4.69,2.39,5.51,81.8,37.5
1542,spoiled,8.499292545,4.67,2.39,5.53,82.0,37.6
1543,spoiled,8.499571008,4.67,2.41,5.51,82.0,37.5
1544,spoiled,8.499846104,4.69,2.39,5.51,82.0,37.5
1545,spoiled,8.500117869,4.69,2.41,5.55,82.0,37.5
1546,spoiled,8.500386344,4.65,2.41,5.55,81.8,37.5
1547,spoiled,8.500651565,4.71,2.41,5.55,81.7,37.4
1548,spoiled,8.50091357,4.73,2.41,5.53,81.6,37.5
1549,spoiled,8.501172396,4.69,2.41,5.55,81.5,37.5
1550,spoiled,8.50142808,4.69,2.41,5.58,81.5,37.5
1551,spoiled,8.501680658,4.67,2.42,5.53,81.5,37.5
1552,spoiled,8.501930167,4.67,2.39,5.51,81.7,37.5
1553,spoiled,8.502176641,4.71,2.39,5.51,81.7,37.6
1554,spoiled,8.502420116,4.65,2.41,5.53,81.7,37.5
1555,spoiled,8.502660627,4.67,2.41,5.51,81.8,37.5
1556,spoiled,8.502898209,4.71,2.41,5.55,81.7,37.5
1557,spoiled,8.503132894,4.65,2.41,5.51,81.7,37.5
1558,spoiled,8.503364718,4.69,2.41,5.51,81.7,37.5
1559,spoiled,8.503593713,4.65,2.39,5.48,81.7,37.5
1560,spoiled,8.503819913,4.69,2.39,5.53,81.7,37.5
1561,spoiled,8.50404335,4.71,2.41,5.53,81.7,37.5
1562,spoiled,8.504264057,4.67,2.39,5.51,81.8,37.5
1563,spoiled,8.504482065,4.65,2.41,5.55,81.7,37.5
1564,spoiled,8.504697407,4.71,2.41,5.53,81.7,37.6
1565,spoiled,8.504910113,4.67,2.39,5.48,81.7,37.5
1566,spoiled,8.505120215,4.69,2.41,5.53,81.7,37.6
1567,spoiled,8.505327743,4.63,2.39,5.48,81.7,37.6
1568,spoiled,8.505532728,4.65,2.42,5.48,81.6,37.6
1569,spoiled,8.505735199,4.69,2.39,5.53,81.6,37.6
1570,spoiled,8.505935187,4.65,2.39,5.48,81.6,37.6
1571,spoiled,8.50613272,4.65,2.39,5.48,81.6,37.5
1572,spoiled,8.506327827,4.67,2.39,5.48,81.6,37.6
1573,spoiled,8.506520538,4.63,2.41,5.51,81.6,37.6
1574,spoiled,8.506710881,4.67,2.41,5.48,81.6,37.6
1575,spoiled,8.506898883,4.69,2.41,5.53,81.6,37.7
1576,spoiled,8.507084573,4.69,2.39,5.53,81.5,37.6
1577,spoiled,8.507267978,4.67,2.41,5.51,81.5,37.6
1578,spoiled,8.507449125,4.67,2.42,5.51,81.6,37.6
1579,spoiled,8.507628041,4.65,2.42,5.48,81.5,37.6
1580,spoiled,8.507804753,4.67,2.42,5.51,81.6,37.6
1581,spoiled,8.507979287,4.65,2.41,5.48,81.7,37.6
1582,spoiled,8.508151669,4.65,2.42,5.51,81.7,37.6
1583,spoiled,8.508321924,4.65,2.42,5.48,81.7,37.6
1584,spoiled,8.508490079,4.65,2.41,5.48,81.7,37.5
1585,spoiled,8.508656157,4.69,2.41,5.46,81.8,37.5
1586,spoiled,8.508820185,4.65,2.41,5.48,81.7,37.7
1587,spoiled,8.508982186,4.63,2.41,5.48,81.7,37.5
1588,spoiled,8.509142185,4.67,2.39,5.46,81.8,37.5
1589,spoiled,8.509300206,4.67,2.39,5.44,81.8,37.5
1590,spoiled,8.509456272,4.67,2.41,5.44,81.9,37.5
1591,spoiled,8.509610408,4.71,2.41,5.48,82.0,37.5
1592,spoiled,8.509762636,4.67,2.42,5.48,82.0,37.5
1593,spoiled,8.509912979,4.69,2.41,5.44,81.2,36.7
1594,spoiled,8.51006146,4.71,2.41,5.48,82.0,37.5
1595,spoiled,8.510208102,4.69,2.42,5.46,82.1,37.5
1596,spoiled,8.510352926,4.67,2.41,5.44,82.1,37.5
1597,spoiled,8.510495955,4.71,2.39,5.41,82.0,37.5
1598,spoiled,8.51063721,4.69,2.41,5.44,82.1,37.5
1599,spoiled,8.510776712,4.69,2.42,5.46,82.2,37.5
1600,spoiled,8.510914484,4.67,2.41,5.46,82.3,37.2
1601,spoiled,8.511050545,4.69,2.42,5.44,82.3,37.5
1602,spoiled,8.511184916,4.67,2.41,5.44,82.4,37.5
1603,spoiled,8.511317619,4.69,2.44,5.51,82.3,37.5
1604,spoiled,8.511448673,4.71,2.42,5.48,82.2,37.6
1605,spoiled,8.511578097,4.67,2.42,5.44,82.3,37.5
1606,spoiled,8.511705913,4.71,2.41,5.48,82.3,37.5
1607,spoiled,8.51183214,4.67,2.42,5.48,82.3,37.5
1608,spoiled,8.511956796,4.65,2.42,5.46,82.2,37.5
1609,spoiled,8.512079901,4.67,2.39,5.44,82.1,37.5
1610,spoiled,8.512201473,4.69,2.41,5.46,81.8,37.5
1611,spoiled,8.512321532,4.69,2.42,5.44,81.7,37.5
1612,spoiled,8.512440096,4.69,2.42,5.44,81.5,37.5
1613,spoiled,8.512557183,4.73,2.41,5.44,81.4,37.5
1614,spoiled,8.512672811,4.67,2.42,5.46,81.3,37.5
1615,spoiled,8.512786998,4.73,2.41,5.44,81.1,37.7
1616,spoiled,8.512899761,4.69,2.42,5.44,81.1,37.5
1617,spoiled,8.513011119,4.67,2.42,5.51,81.1,37.5
1618,spoiled,8.513121087,4.69,2.42,5.44,81.1,37.5
1619,spoiled,8.513229683,4.73,2.41,5.46,81.2,37.5
1620,spoiled,8.513336924,4.73,2.41,5.48,81.5,37.5
1621,spoiled,8.513442826,4.69,2.42,5.51,81.7,37.5
1622,spoiled,8.513547406,4.69,2.39,5.44,81.8,37.5
1623,spoiled,8.51365068,4.73,2.41,5.46,82.0,37.5
1624,spoiled,8.513752664,4.69,2.41,5.48,82.1,37.5
1625,spoiled,8.513853374,4.69,2.41,5.44,82.1,37.5
1626,spoiled,8.513952825,4.69,2.42,5.51,82.1,37.5
1627,spoiled,8.514051033,4.73,2.42,5.48,82.2,37.5
1628,spoiled,8.514148013,4.69,2.42,5.48,82.2,37.5
1629,spoiled,8.51424378,4.67,2.42,5.46,82.2,37.5
1630,spoiled,8.51433835,4.67,2.42,5.44,82.2,37.5
1631,spoiled,8.514431736,4.67,2.42,5.48,82.3,37.5
1632,spoiled,8.514523953,4.69,2.42,5.48,82.5,37.5
1633,spoiled,8.514615017,4.69,2.41,5.44,82.5,37.5
1634,spoiled,8.51470494,4.69,2.41,5.44,82.5,37.5
1635,spoiled,8.514793737,4.69,2.42,5.41,82.5,37.5
1636,spoiled,8.514881422,4.71,2.41,5.37,82.5,37.5
1637,spoiled,8.514968009,4.71,2.41,5.41,82.5,37.6
1638,spoiled,8.515053511,4.69,2.41,5.44,82.5,37.5
1639,spoiled,8.515137941,4.69,2.41,5.39,82.5,37.5
1640,spoiled,8.515221313,4.67,2.44,5.44,82.4,37.5
1641,spoiled,8.51530364,4.69,2.41,5.44,82.3,37.6
1642,spoiled,8.515384935,4.67,2.42,5.41,82.4,37.6
1643,spoiled,8.51546521,4.71,2.41,5.44,82.3,37.6
1644,spoiled,8.515544478,4.67,2.42,5.46,82.2,37.6
1645,spoiled,8.515622752,4.67,2.44,5.46,82.2,37.6
1646,spoiled,8.515700043,4.73,2.42,5.41,82.0,37.6
1647,spoiled,8.515776365,4.73,2.33,5.34,82.2,37.6
1648,spoiled,8.515851728,4.71,2.42,5.39,82.2,37.6
1649,spoiled,8.515926146,4.71,2.41,5.37,82.3,37.6
1650,spoiled,8.515999629,4.71,2.42,5.39,82.4,37.6
1651,spoiled,8.516072189,4.71,2.41,5.37,83.0,38.4
1652,spoiled,8.516143837,4.69,2.41,5.37,82.5,37.6
1653,spoiled,8.516214586,4.65,2.42,5.41,82.5,37.6
1654,spoiled,8.516284445,4.65,2.41,5.41,82.6,37.7
1655,spoiled,8.516353427,4.65,2.41,5.39,82.6,37.8
1656,spoiled,8.516421541,4.69,2.41,5.39,82.6,37.7
1657,spoiled,8.516488799,4.63,2.42,5.41,82.6,37.7
1658,spoiled,8.516555212,4.65,2.42,5.41,82.5,37.7
1659,spoiled,8.51662079,4.63,2.41,5.39,82.5,37.7
1660,spoiled,8.516685542,4.67,2.41,5.39,82.5,37.8
1661,spoiled,8.516749481,4.65,2.41,5.39,82.5,37.8
1662,spoiled,8.516812615,4.67,2.39,5.37,82.4,37.6
1663,spoiled,8.516874954,4.63,2.42,5.34,82.4,37.8
1664,spoiled,8.516936509,4.63,2.42,5.39,82.4,37.8
1665,spoiled,8.51699729,4.63,2.41,5.37,82.4,37.8
1666,spoiled,8.517057305,4.69,2.41,5.39,82.9,38.0
1667,spoiled,8.517116564,4.63,2.41,5.37,82.4,37.8
1668,spoiled,8.517175078,4.63,2.42,5.39,82.4,37.9
1669,spoiled,8.517232855,4.63,2.41,5.37,82.4,37.9
1670,spoiled,8.517289904,4.65,2.39,5.34,82.4,37.9
1671,spoiled,8.517346234,4.67,2.39,5.28,82.4,37.9
1672,spoiled,8.517401855,4.65,2.39,5.3,82.4,37.9
1673,spoiled,8.517456775,4.61,2.41,5.32,82.3,37.9
1674,spoiled,8.517511003,4.63,2.41,5.34,82.8,38.0
1675,spoiled,8.517564548,4.65,2.39,5.3,82.8,38.0
1676,spoiled,8.517617418,4.63,2.36,5.32,82.8,38.0
1677,spoiled,8.517669621,4.65,2.39,5.28,82.8,38.0
1678,spoiled,8.517721166,4.65,2.39,5.28,82.8,38.0
1679,spoiled,8.517772061,4.65,2.41,5.28,82.8,38.0
1680,spoiled,8.517822315,4.63,2.41,5.32,82.2,37.8
1681,spoiled,8.517871935,4.63,2.41,5.32,82.7,38.0
1682,spoiled,8.517920928,4.61,2.39,5.28,82.7,38.0
1683,spoiled,8.517969304,4.65,2.39,5.28,82.7,38.0
1684,spoiled,8.51801707,4.61,2.41,5.3,82.7,38.2
1685,spoiled,8.518064233,4.67,2.39,5.28,82.7,38.0
1686,spoiled,8.518110801,4.61,2.39,5.25,82.7,38.0
1687,spoiled,8.518156781,4.61,2.41,5.28,82.7,38.0
1688,spoiled,8.518202181,4.63,2.41,5.28,82.7,38.0
1689,spoiled,8.518247007,4.63,2.39,5.25,82.8,38.0
1690,spoiled,8.518291268,4.63,2.39,5.25,82.8,38.0
1691,spoiled,8.51833497,4.65,2.39,5.25,82.9,38.0
1692,spoiled,8.518378121,4.61,2.39,5.28,83.0,38.0
1693,spoiled,8.518420726,4.65,2.39,5.28,83.0,38.0
1694,spoiled,8.518462794,4.61,2.39,5.25,83.1,38.0
1695,spoiled,8.51850433,4.63,2.39,5.28,83.0,38.0
1696,spoiled,8.518545341,4.63,2.39,5.28,83.0,38.1
1697,spoiled,8.518585834,4.63,2.39,5.25,83.0,38.1
1698,spoiled,8.518625816,4.65,2.39,5.28,82.3,37.9
1699,spoiled,8.518665293,4.67,2.39,5.25,82.7,38.1
1700,spoiled,8.518704271,4.63,2.39,5.3,82.5,38.1
1701,spoiled,8.518742756,4.63,2.41,5.25,82.3,38.1
1702,spoiled,8.518780755,4.65,2.39,5.3,82.3,38.2
1703,spoiled,8.518818274,4.63,2.39,5.34,82.3,38.1
1704,spoiled,8.518855318,4.67,2.42,5.34,82.4,38.1
1705,spoiled,8.518891894,4.67,2.39,5.32,82.5,38.1
1706,spoiled,8.518928008,4.65,2.39,5.3,82.7,38.1
1707,spoiled,8.518963665,4.65,2.39,5.3,82.7,38.1
1708,spoiled,8.518998871,4.63,2.41,5.3,82.7,38.1
1709,spoiled,8.519033632,4.65,2.39,5.3,82.7,38.3
1710,spoiled,8.519067954,4.65,2.39,5.3,82.7,38.1
1711,spoiled,8.519101841,4.63,2.39,5.32,82.7,38.1
1712,spoiled,8.5191353,4.63,2.39,5.3,82.8,38.1
1713,spoiled,8.519168335,4.65,2.41,5.34,82.6,38.1
1714,spoiled,8.519200953,4.65,2.41,5.3,82.7,38.1
1715,spoiled,8.519233158,4.67,2.41,5.32,82.7,38.1
1716,spoiled,8.519264956,4.63,2.41,5.34,82.8,38.1
1717,spoiled,8.519296351,4.67,2.39,5.28,82.9,38.1
1718,spoiled,8.519327349,4.65,2.39,5.28,83.0,38.1
1719,spoiled,8.519357954,4.59,2.41,5.28,83.0,38.1
1720,spoiled,8.519388173,4.63,2.41,5.3,83.0,38.1
1721,spoiled,8.519418008,4.65,2.39,5.28,83.1,38.1
1722,spoiled,8.519447467,4.67,2.39,5.25,83.0,38.1
1723,spoiled,8.519476552,4.63,2.41,5.25,82.5,37.9
1724,spoiled,8.519505269,4.65,2.39,5.21,83.0,38.1
1725,spoiled,8.519533623,4.59,2.41,5.25,83.0,38.1
1726,spoiled,8.519561617,4.61,2.41,5.21,83.1,38.2
1727,spoiled,8.519589257,4.61,2.39,5.21,83.0,38.3
1728,spoiled,8.519616547,4.59,2.41,5.23,83.1,38.2
1729,spoiled,8.519643492,4.63,2.39,5.21,83.1,38.2
1730,spoiled,8.519670095,4.59,2.41,5.21,83.1,38.2
1731,spoiled,8.519696362,4.61,2.39,5.23,83.1,38.2
1732,spoiled,8.519722295,4.59,2.39,5.25,83.2,38.2
1733,spoiled,8.519747901,4.59,2.39,5.23,83.2,38.2
1734,spoiled,8.519773181,4.52,2.39,5.21,83.1,38.4
1735,spoiled,8.519798142,4.54,2.39,5.21,83.1,38.2
1736,spoiled,8.519822786,4.54,2.39,5.21,83.1,38.2
1737,spoiled,8.519847119,4.59,2.39,5.23,83.1,38.2
1738,spoiled,8.519871143,4.61,2.39,5.21,83.1,38.2
1739,spoiled,8.519894862,4.61,2.39,5.21,83.1,38.2
1740,spoiled,8.519918281,4.59,2.39,5.23,83.2,38.2
1741,spoiled,8.519941403,4.61,2.39,5.23,83.1,38.2
1742,spoiled,8.519964232,4.65,2.38,5.21,83.2,38.3
1743,spoiled,8.519986772,4.65,2.39,5.19,83.2,38.2
1744,spoiled,8.520009026,4.59,2.41,5.23,83.3,38.2
1745,spoiled,8.520030999,4.65,2.41,5.21,83.3,38.3
1746,spoiled,8.520052692,4.65,2.39,5.19,83.3,38.3
1747,spoiled,8.520074111,4.61,2.39,5.21,83.3,38.3
1748,spoiled,8.520095258,4.65,2.39,5.19,83.2,38.1
1749,spoiled,8.520116137,4.61,2.41,5.23,83.3,38.3
1750,spoiled,8.520136751,4.63,2.42,5.23,83.3,38.3
1751,spoiled,8.520157104,4.61,2.39,4.69,83.3,38.3
1752,spoiled,8.520177199,4.65,2.39,5.21,83.3,38.4
1753,spoiled,8.520197039,4.59,2.39,5.21,83.3,38.3
1754,spoiled,8.520216628,4.59,2.41,5.23,83.3,38.3
1755,spoiled,8.520235968,4.63,2.41,5.21,83.9,39.1
1756,spoiled,8.520255063,4.59,2.39,5.21,83.2,38.3
1757,spoiled,8.520273916,4.63,2.39,5.21,83.1,38.3
1758,spoiled,8.520292529,4.63,2.38,5.19,83.2,38.3
1759,spoiled,8.520310907,4.63,2.38,5.19,83.2,38.5
1760,spoiled,8.520329051,4.65,2.39,5.23,83.2,38.3
1761,spoiled,8.520346966,4.61,2.39,5.25,83.3,38.3
1762,spoiled,8.520364653,4.65,2.38,5.21,83.3,38.3
1763,spoiled,8.520382116,4.65,2.38,5.21,83.2,38.3
1764,spoiled,8.520399357,4.61,2.38,5.21,83.2,38.3
1765,spoiled,8.520416379,4.59,2.38,5.23,83.3,38.3
1766,spoiled,8.520433186,4.57,2.38,5.19,83.3,38.3
1767,spoiled,8.520449779,4.57,2.38,5.19,83.3,38.3
1768,spoiled,8.520466162,4.61,2.38,5.21,83.3,38.3
